"","Region","Zone","Type","Year","Season","Month","Day","Hour","Latitude","Longitude","Altitude","t2m","ws","wd","tp","blh","ssr","CVD60","no2","o3","so2","co","pm10","pm2.5"
"614","South East","Bournemouth Urban Area","Background Suburban","1993","Summer","08","12","15",52.7725191680344,-0.373751641832015,-27.8638486536395,288.4764576651,5.88073385759862,257.962560256207,0.000896484933022299,1201.63424407362,5553960.60002457,0.154468107186649,77.4535584838265,9.5730366684043,13.8225646168289,1.94098351475005,36.4510820734299,19.7688976720934
"615","South East","West Yorkshire Urban Area","Traffic Urban","1999","Fall","06","25","03",52.9234977322739,0.677228340638076,-38.8965118524127,285.058474080271,3.79075392937437,89.5259057017368,-8.70308588205113e-06,136.531885458242,2937808.22811844,0.178436228402414,76.3364910192445,17.7173055277718,13.8087389573052,1.35080302908339,37.4837466371141,18.4438292894434
"616","West Midlands","Teesside Urban Area","Background Urban","1989","Summer","10","16","12",53.2645882925672,-0.132432813710405,133.227563507751,285.889315554432,7.47375328665365,227.608800541016,-0.00226301747287033,902.339669693082,5265687.74463517,0.212758190196532,66.9208830245537,-1.85301298522162,14.5716131840899,1.28136748070191,43.2669081141859,18.6355510326913
"617","South West","North West & Merseyside","Industrial Urban","1982","Spring","11","08","20",54.3025256661695,-1.33477808606221,-14.7935093339366,286.364696567063,6.18640567255949,152.791256936077,-0.00371012559058554,441.183207528782,1835840.39356675,0.255527313438673,76.3212983823574,17.7192484558515,13.8396227929867,1.44069489460979,36.4723205858364,18.6451447280272
"618","Greater London Authority","Greater London Urban Area","Traffic Urban","1990","Winter","02","08","10",51.9294975407697,-0.626771777607699,179.305791610762,280.729252478804,7.07556250494238,268.146407502799,0.00045945304899951,684.992720118417,857992.85334065,0.170459024869033,73.9967767581881,17.7358319254852,27.5454348696923,1.77456874468273,36.4835558389522,18.6457833495842
"619","Greater London Authority","Greater London Urban Area","Industrial Urban","1992","Summer","11","16","09",52.7622270618431,-0.552063883600874,-121.21346296913,283.271964103808,7.1657699788816,238.17645215573,-0.00853970272756106,948.398617576144,1829750.71559281,0.188590906615939,76.3662030440649,17.7604688351048,13.7858206412934,1.45229902666912,36.5755621922048,18.6470973069942
"620","South West","Eastern","Traffic Urban","1986","Fall","08","04","05",51.7011694599275,-2.38652445321014,28.2905000065784,286.990564884034,1.78344219160108,208.368146520321,0.000119468141926007,239.269199123931,-40626.8979873145,0.230790696478196,76.3960287592564,17.7591983824313,13.8039497420945,1.44118303373008,36.4848522057208,18.6360009978936
"621","North West","West Midlands Urban Area","Background Urban","1990","Fall","06","23","23",51.4725548023936,-0.50311895624349,-34.9386759710218,287.294354588482,5.20700683142069,259.69440154419,0.0021826700272783,641.737386995854,6951799.19648318,0.197109594446322,40.2374255055529,17.7466858850296,13.8103058829633,1.44131163328622,36.457131508905,18.6449262687057
"622","North West","Yorkshire & Humberside","Traffic Urban","1996","Fall","08","27","20",50.4934509017931,-1.83619671166428,-147.169233086703,291.449021576572,3.41864004287515,161.740532157646,-0.000843235928167453,959.428366902374,9869279.56582621,0.17854141844865,76.2889577556973,17.7109777748222,13.8243427684096,1.441061052052,36.5038299461073,18.6382578916133
"623","North West","Greater London Urban Area","Traffic Urban","1982","Winter","12","18","10",51.202782731481,1.10118042837154,146.124386628185,279.140253311135,9.50667757383517,300.522267847877,0.00170963059756683,1077.63855535824,1041806.0261436,0.301063124640238,67.1257569711923,17.7477381075652,6.25943049525224,1.87803066014398,36.4895838985253,18.6369457406712
"624","South East","West Yorkshire Urban Area","Traffic Urban","1982","Spring","09","01","08",55.9242350717951,-0.744457033014777,14.9292747884395,282.473200386796,2.92305270781219,298.317715083487,5.63112402174797e-05,527.424209076204,506371.023075748,0.129067410230555,76.2907400536548,17.8071747224094,13.7859181309877,1.44124536458937,36.4573486029737,18.6444555555101
"625","East Midlands","West Midlands","Traffic Urban","1999","Winter","08","07","06",53.2608550799897,0.184596964572885,42.4653141802307,285.934523770575,6.3079969391287,65.804190808304,0.00155900174137947,494.455260942729,230630.230713346,0.18808868289074,76.350325974973,17.7486789385307,13.8448478259822,1.41113870771559,35.927047869454,18.6540187630637
"626","East Midlands","Leicester Urban Area","Background Suburban","1995","Winter","04","05","16",53.3132420990835,-0.286422425452345,128.445304349508,287.655577698926,9.55886423996588,233.672407537338,0.000725507675562458,1853.07080700582,4256502.63947595,0.142984746854156,62.7378019407771,47.3050880273318,13.209651339046,1.81860048177668,38.2926003462963,18.6395746844976
"627","Greater London Authority","East Midlands","Background Urban","1994","Winter","11","17","20",52.2308058996111,0.135660663774458,143.336282544557,281.99794150028,7.62915641513071,281.282133209921,-0.000397024905185254,656.341410037255,1266721.21031883,0.221931766590204,76.3141689766986,17.7320569826046,13.8254368999156,1.442168625362,36.4955851255299,18.6414442126588
"628","Greater London Authority","West Midlands Urban Area","Background Urban","1997","Spring","01","07","01",51.774712460647,-0.74837395546242,141.368444110521,272.698084411538,4.22417845347007,75.559243134064,0.000757092508358699,418.961223961085,-1682144.57307046,0.221323944900613,48.5320516809275,16.649906738663,9.18922472066979,0.470788265643071,36.4173972921718,18.6417879202197
"629","Greater London Authority","Eastern","Background Urban","1991","Fall","05","18","16",51.5931755487624,-2.17167316777606,16.6652091801199,285.39833140251,2.93681398756254,236.562678736172,-3.95376615678451e-05,1499.50833806813,4822275.67185678,0.176660819987731,76.3397670934435,17.7651736600279,13.813366982242,1.44283859543286,36.4704602995529,18.6361054241986
"630","Yorkshire and The Humber","Greater London Urban Area","Background Urban","1993","Spring","08","21","08",51.7381112254109,-1.56851413660781,144.942640762345,285.920876425295,2.48740476349908,255.284699166223,-0.00155648476549661,493.444576389498,1657235.75184257,0.12552923726273,72.8499966467827,26.1555843225932,17.3819579289264,0.898205604694047,39.8523176233755,18.6395456407059
"631","Greater London Authority","Greater London Urban Area","Background Urban","1990","Spring","12","12","09",51.1874633969834,-0.285551531257004,250.710081235207,280.040523445089,11.730426773294,317.774802164903,-0.00177030857268257,946.205953875338,224156.436241069,0.213777979586577,72.9121539021985,19.9375647871753,15.6418516962469,1.29431488709848,36.4821650278799,18.6445087726641
"632","East Midlands","The Potteries","Background Urban","1982","Winter","12","23","00",52.1949523029671,2.84116793676041,117.364244845103,277.416807079649,8.03241587441552,241.596648992128,-0.00030961915644969,747.480018855611,2830709.04840825,0.260782259985373,76.469719399368,17.7271807145169,13.798308585934,1.44354865187407,36.4148686345179,18.6457736040875
"633","East of England","Eastern","Traffic Urban","1999","Summer","01","26","20",51.1374797891076,-2.16458072550847,5.04480926965341,280.909663703504,10.8733161953217,295.076554704383,0.00563355537768383,1022.73786999685,-2547866.41334402,0.122516326162118,68.0872586337636,17.7747025532693,13.7997046707009,1.33759255763239,35.2675971769144,18.6359879161155
"634","East Midlands","Preston Urban Area","Traffic Urban","1992","Fall","06","06","14",55.7702094582221,-1.77008684469808,130.338738469214,292.049110284154,7.33332547425056,44.0754433074523,0.00167506261023317,796.494403558069,5292349.28851308,0.102884125198335,83.8232461208758,13.9410446192553,10.6082910643465,1.07653836564839,33.1012403662475,18.651615399672
"635","Yorkshire and The Humber","South East","Background Rural","1995","Summer","11","25","09",50.8787607136011,-0.535891890534647,136.78701016515,275.654369609899,-9.03804301643853,170.284656726948,-0.000920896530999874,-897.407065935911,496843.546865637,0.137108338556631,9.27942544474981,-11.3947723889624,-1.41744860299038,1.4414830288777,36.4967954280269,18.6268849398747
"636","South West","Greater London Urban Area","Background Urban","2000","Spring","05","25","17",51.0113926431876,-1.80031251337736,-5.1306881738101,286.574087214546,7.83518333117693,244.46886033145,0.00193741223188104,1085.4499731627,6058509.52028071,0.155791791713555,22.0809318087347,94.9661411515613,1.08002449485075,0.599982168307397,38.4293768406582,18.6428025413054
"637","East Midlands","West Midlands Urban Area","Background Rural","1987","Winter","07","21","03",52.4330585489615,-2.57714761137775,77.0879453471839,284.320511083499,2.77528891337461,236.567521615596,0.00172403069515513,308.922711844398,10001.3666178543,0.142922011468486,28.0197738933376,12.4087458607379,11.781670873999,0.945906387735792,32.532834638139,18.6441078758906
"638","South West","West Yorkshire Urban Area","Background Rural","1983","Summer","10","05","05",50.0039854872268,0.291988757264746,4.20809784787693,283.638821740908,1.51153951384785,257.852522628312,2.00871636359542e-05,259.818778860954,148977.81811585,0.248120166562229,90.6086845326087,16.7194596425654,11.8172077982083,0.832913501174122,41.7850641815941,18.6426885397525
"639","North West","West Midlands Urban Area","Traffic Urban","1996","Spring","05","15","21",51.0248745223303,-0.238161439876125,27.8363299704775,283.357860376192,6.67712767752239,-160.133537825574,0.00127261892854538,940.473314959295,4686994.90934955,0.180817310760436,76.3509449046782,17.7463435861259,13.8187793221138,1.39186553765703,37.5324345346869,18.6384603253648
"640","East Midlands","South East","Background Urban","1983","Winter","02","23","03",54.1006939662774,-1.18223796078347,16.903770960834,274.117211590267,3.98388440103442,125.520784355132,-0.000229395585178163,231.872922251455,74810.6269484236,0.318346345105086,76.3203372007083,17.7317045798369,13.8069369564398,1.4419975212208,36.498601238692,18.6429701129267
"641","North West","Eastern","Background Urban","1991","Fall","05","27","09",51.4368391682602,-0.386947663024607,8.77449626489472,284.107609257725,2.90681824061036,242.87905281201,0.00014144806810845,1103.5835732311,2862229.25243626,0.269618479514875,76.33863182906,17.7652527160011,13.813366938177,1.44283864971452,36.4704600598093,18.6421548957295
"642","South East","Kingston upon Hull","Background Urban","1990","Fall","11","22","00",54.6472341896485,-1.78716523478505,96.4890459519696,274.629574638312,2.67773517686781,48.3157492591416,-0.00182186242160722,267.758788912602,5633231.44532683,0.166055477661591,76.3770438357304,17.7400170283823,13.806224932579,1.44214312262815,36.4432013889545,18.6353392027996
"643","Greater London Authority","Southampton Urban Area","Background Urban","1992","Summer","04","01","17",51.5463685943307,-0.837446823773142,238.912274728798,282.065610348804,3.06284460643329,167.908501284449,0.000877774532280209,1355.40274961755,3690747.67722262,0.220754192151586,76.2841792694223,17.7250578481352,13.8237883223434,1.44163800488774,36.4390864188107,18.6495480335685
"644","North East","East Midlands","Traffic Urban","1989","Summer","02","19","07",52.6137151004593,-0.980357593653409,188.663120471659,276.266606023497,2.64280281753577,233.544496904737,-0.000150726176455399,479.61237141769,-19314.8245768766,0.178465987699838,76.3498576444825,17.7647494666431,13.834874941492,1.44103194559511,36.495176193914,18.6386167632428
"645","North West","South West","Background Urban","1984","Winter","06","28","09",53.5742160418631,-2.42466343460363,5.47376111160452,289.594243679606,5.14598173199666,330.891595449242,0.00128552420568891,566.001776194113,819683.104101933,0.192603037149649,76.4598104959194,17.7663327864461,13.8187100414962,1.44212046772912,36.4972682415766,18.6390483205118
"646","East of England","Greater London Urban Area","Industrial Urban","1983","Winter","01","19","12",52.5919975504919,0.301340243561679,60.7014048031627,280.421454682433,14.5851650231938,308.399678653976,0.000367468568592072,1786.1507241166,1732275.70631878,0.216813402957795,76.300295586442,17.7468991502213,13.8063749522412,1.45133386950119,36.4792535298619,18.6383668666411
"647","South West","Sheffield Urban Area","Traffic Urban","1996","Spring","04","20","18",51.883669405622,-2.23072956707656,-107.548328755632,282.573958282821,2.16623862321806,73.8246345286005,0.000560789167909969,1456.44817782392,6205618.46338297,0.196181978871475,86.1578707901176,18.0578649505,14.6277077237399,0.933528146159482,32.9410033095088,18.6438283782754
"648","Greater London Authority","East Midlands","Background Urban","1982","Fall","10","10","01",52.0204894346652,-2.51282445310118,170.329065896899,275.836042666387,0.180820986046097,260.137957062935,-0.000460375907337698,-458.299322769181,1589947.16555444,0.195763740169964,76.2913507172048,17.7267517606814,13.7789401928591,1.44256542875999,36.4542075192074,18.6436219452796
"649","East Midlands","South West","Background Urban","1983","Summer","01","28","05",51.2809748696725,0.230105959971878,31.8183304110361,279.928592776309,6.14351790343944,250.886418044452,-2.90893139793613e-05,636.525881994966,71667.3507493778,0.232832137463328,76.3499552579782,17.7723724836723,13.8140142429805,1.44096401022558,36.4881305668693,18.6429470672846
"650","North West","Greater London Urban Area","Background Urban","1988","Spring","07","15","20",53.5950644060625,-1.83523522260279,-2.15526717455735,288.400643672487,4.58760828192805,300.218139088911,0.000169683564017068,980.47154922993,7563521.32452062,0.187481626101905,77.9644109321261,17.7506663368091,13.8056050922219,1.44166119745976,36.47702510672,18.6419564959348
"651","East of England","Brighton/Worthing/Littlehampton","Traffic Urban","1981","Fall","07","06","20",53.0860484013256,-2.15851604760011,59.5164024337088,289.535106617207,8.9867086628435,225.506068406369,0.00313436324564314,1418.65879424966,8248583.1034253,0.207140779957567,76.2358253602172,17.7571225860214,13.8248898282492,1.44190503214932,36.4541308478462,18.644315605983
"652","Yorkshire and The Humber","Greater London Urban Area","Background Urban","1993","Spring","11","18","08",51.8777475638518,-3.14896994680046,73.330763755893,283.438810475349,11.6501319402043,150.314699576818,0.00386766454222725,1049.61568486666,-222196.543768452,0.201998172159434,78.0748318566759,22.3190623409083,26.3046997994121,1.27556582836345,43.9637431212276,18.6395450411017
"653","East Midlands","Greater London Urban Area","Background Urban","1986","Winter","12","12","15",52.5302152265739,-1.45681310457821,144.575819800057,285.208333143261,13.2887426760483,196.730973662953,-0.00131554633616246,1033.16262113932,2702236.04481757,0.200699196937088,76.3464745569099,17.7568492918298,13.8013061817475,1.44159264979893,36.4757800177809,18.6442467964825
"654","North West","Greater London Urban Area","Traffic Urban","1981","Winter","12","06","23",51.4265202704515,0.0176984855090359,146.375527870047,269.751768719905,-4.35442286435468,306.77638612805,-0.0133483318405752,118.433171264295,5662802.41942528,0.285085457372796,76.3144818895389,17.7500280570084,13.8151400092969,1.44143187406116,36.4602604693026,18.6413396106484
"655","Yorkshire and The Humber","South East","Background Urban","1985","Fall","04","22","11",53.1159558859631,-1.08530679930709,26.7736226065408,281.451523626265,6.01221789657466,44.711758995989,0.0039419402396874,787.253549973827,2875718.28717496,0.242515134349021,76.3290336744704,17.7567964319625,13.8046248147127,1.44202523164666,36.5081788465535,18.6375868743677
"656","Greater London Authority","West Midlands Urban Area","Background Urban","1998","Fall","02","06","00",53.1428940831535,0.868323874866515,77.88928342002,280.44278293942,8.62284976249673,209.762950426871,-0.000701931007061745,1175.24242269104,1867089.75603841,0.128145043817888,44.3816821593643,45.1832864755279,-0.675765085760236,0.388252036374212,31.4007776156114,18.7832446808675
"657","South East","North East","Background Urban","1987","Fall","08","22","00",52.2353839600057,0.649360321013952,131.782931102021,287.59191640511,4.30639268708799,246.318950547917,-0.000781467052786337,444.123697963508,6277588.31033833,0.216965270695419,76.295448927468,17.7600373085359,13.7977759446117,1.44194104816335,36.4763647308976,18.6433845994438
"658","South East","East Midlands","Background Urban","1996","Summer","08","28","22",51.6840783565276,-2.43343160280075,-51.0680284793642,288.281081770615,3.86217312960048,110.902420072656,-0.000905145814137753,456.113195007545,10294744.4181474,0.129250673668688,76.3329621469918,17.7499577642546,13.8117059448364,1.4410923700007,36.4819999136472,18.6408839020017
"659","East of England","Leicester Urban Area","Background Urban","1994","Winter","01","29","22",52.6641333578286,-1.66496705726679,-68.3993862115975,275.056345108013,3.30289891929467,264.220067845232,1.42585428414936e-05,86.9183204932049,156216.369670575,0.228831177037176,-15.7652739261693,-1.93100956760815,35.251222389612,1.03383147574682,10.9486951613748,18.7917959401776
"660","North West","Yorkshire & Humberside","Background Urban","1986","Fall","03","25","15",52.2799693347886,-1.52913434387589,281.237714888421,280.825233994832,7.5978304268439,282.155770964148,-0.00086404103490847,1474.69857682293,5755505.22016897,0.137431783462527,76.314244787804,17.766668201694,13.8209386222499,1.44059509304927,36.4594414667188,18.6365200755491
"661","Greater London Authority","Brighton/Worthing/Littlehampton","Background Rural","1994","Summer","02","29","01",51.2355646966597,0.849991985213788,27.9298003839888,279.612560200039,4.73183348763921,223.300104325028,-0.000992401062448977,469.057486492014,1260278.0040951,0.150721339608584,51.6298406112007,16.6393356145607,13.8185276564392,1.43744339214199,36.4418501355721,18.1621374837389
"662","Greater London Authority","Greater London Urban Area","Background Suburban","1992","Fall","01","28","05",52.6467989166665,0.484641451567154,187.834765250868,277.32733628493,1.95419783761298,58.5677422517018,0.000891987301562677,460.192298006348,59945.7715102126,0.217329721624483,76.3133835267188,17.7608812815613,13.8434495328989,1.45363066043913,36.5694402979584,18.6484530252669
"663","North East","Greater Manchester Urban Area","Background Urban","1999","Summer","11","17","00",54.297064014333,-0.234117359993827,96.1383783142042,277.922928932258,9.10783396229131,329.685397719392,-0.0011769550083526,539.161296979534,3560506.60117858,0.151957990755359,37.0969061323827,28.7082369766657,5.74085588221077,0.28945354153831,18.1584103597382,18.6392582459548
"664","West Midlands","Bristol Urban Area","Traffic Urban","1984","Spring","09","28","06",51.5669910635272,-2.96863658046516,14.1987813341469,287.431633810569,4.7006528367662,193.781081241382,-0.00821218522075836,495.756386482769,133176.827997279,0.146008818997162,76.2627041594973,17.7330002427588,13.8036259873247,1.44208247061419,36.4650751765591,18.6467030729336
"665","North West","Eastern","Background Urban","1985","Summer","02","18","01",51.9409996830457,-1.89815825940094,-129.859702479672,269.627945371661,2.94178073047917,168.074846449909,0.00100186783324807,96.050995046573,-324548.955642382,0.178815407387056,76.209415642733,17.7600691613755,13.8236588307259,1.44116263706655,36.4783175692346,18.6398110260853
"666","South East","North East","Background Urban","1998","Winter","06","23","20",52.011387212333,0.378396590446467,82.1481755458949,285.664224495579,6.11183158178311,238.969874931088,0.00315245854372429,831.403907317632,6434492.97256644,0.222030885824237,76.3671193174036,17.7423344544451,1.81907124648343,1.43997220396154,36.4839435188976,17.9475746364291
"667","North East","East Midlands","Background Rural","1996","Summer","07","26","17",53.3587036511671,0.451469241570276,217.876435407591,286.203545265582,1.45656622657113,283.949711256714,0.000404881443935418,-379.018366243384,2150536.66291963,0.194568235975508,34.6719097596644,30.227490410432,0.759942281774009,1.44082739070142,36.4972044003275,18.6942134540278
"668","Greater London Authority","Greater London Urban Area","Background Urban","1995","Summer","07","24","14",51.3706239749159,-1.71485037517259,62.6991499175605,293.437890538265,1.4314720009697,152.501751527589,0.00103317727060591,947.638757269363,7133075.76585867,0.120061573177496,60.1917283890576,21.481577686631,23.5578244510667,0.260004638828744,33.2420188853223,18.6445238199665
"669","South West","Liverpool Urban Area","Traffic Urban","1989","Winter","09","13","23",53.0056280515952,-4.40198032157161,42.0358328347736,292.401905575662,7.20896386339413,294.541377053425,-0.000299906512721592,551.239489174778,11893265.3385708,0.187881126414098,76.3122059800151,17.7060019835138,13.8001846555941,1.4423822405653,36.4696937759849,18.6477725564307
"670","Greater London Authority","East Midlands","Industrial Urban","1985","Spring","12","11","12",53.9089310449387,-2.76411829387745,40.9619314648417,284.067586718316,3.89265735365039,181.21658254921,3.44635940328435,276.019261139029,-1245792312.52093,0.147134280890647,-2546.62553031297,16.6989038161406,314306.006729366,1.4419950535975,36.4841631898975,18.6422345535487
"671","West Midlands","West Yorkshire Urban Area","Background Urban","1987","Summer","04","27","01",49.4111239652044,-0.97825859492233,142.281791749261,282.495496185432,2.23113293503607,85.2603107375364,0.0019002338179449,-19.3438835411216,4574688.56245458,0.116871516691244,76.3953552868497,17.7515317960535,13.8119168505544,1.4430762824743,36.4238086413585,18.638172746978
"672","North West","Coventry/Bedworth","Background Rural","1990","Summer","04","02","06",51.6324456038248,-1.03734172002576,-33.5406873557835,272.235138743027,4.29173637182976,212.094785847716,0.000625044434813273,452.733845337462,22112.2379589597,0.262038162471119,-132.92233608453,19.7516414410174,13.481130011757,1.80445244270853,36.4948361501953,18.6433153371188
"673","West Midlands","East Midlands","Background Suburban","1982","Fall","04","25","07",53.7717575186824,-0.236288676556708,87.1915387675598,280.842084018074,3.38095066004555,288.297222345661,0.0469682836485996,126.004232859304,-24481191.5720139,0.115835549501981,-78090.5420872412,20.0767140744019,10453.9740533811,1.44233275168163,36.5031162014353,18.6319616506321
"674","Yorkshire and The Humber","Greater London Urban Area","Traffic Urban","1998","Summer","11","11","07",53.4659348000328,-2.56371187454443,66.7481672214885,278.601166306034,5.23395831992469,272.137598680116,-0.000524654562673362,720.538801841892,131968.110892512,0.252909449919805,85.3264470827265,15.9041100106191,17.3017792787677,2.72608772934153,32.4659380399908,18.6321612756709
"675","Greater London Authority","Greater Manchester Urban Area","Background Urban","1995","Spring","06","25","11",51.67284362067,-1.42186284030424,83.3794689814149,295.158612073944,4.4728397988007,54.1113105328933,-0.000286412591172538,1222.07095208167,6431062.97560103,0.122563518988545,52.854320894124,17.7272702434305,13.045897407494,1.04192268110245,38.8102661183582,18.6445237489903
"676","East Midlands","Bristol Urban Area","Background Urban","1991","Winter","11","14","23",52.0446612425659,-1.10375716170255,29.4810753758311,276.810263862363,4.65481054507318,210.882285399128,-0.0027635521007065,192.895775146576,2535701.20776174,0.19749850200787,76.3524413508872,17.7273809377248,13.8058289097482,1.44080505878443,36.4539922472506,18.6355684304249
"677","East of England","North West & Merseyside","Background Urban","1985","Summer","07","19","19",53.1836340827262,-0.781468888783365,-89.3458178785195,290.569578036139,12.9753945720026,262.600869301234,0.00138776913383634,946.257707730566,1303883.59623287,0.153879180262796,76.4179564752597,17.754835027034,13.8426549515189,1.44208629288215,36.4825805102357,18.636341799895
"678","East Midlands","Greater London Urban Area","Background Urban","1994","Fall","08","27","00",54.095070241285,-3.53431612418576,154.508419973532,286.618350354305,9.27745255368433,264.954326361021,-0.000321864979354026,1198.34852143192,2428345.20397741,0.157379786870058,69.1523679286525,35.6788043272333,19.7568219035567,0.98544777122438,34.4575551449204,18.6432546416071
"679","South East","Eastern","Background Urban","1989","Winter","03","12","09",52.180868265126,-0.320949032221415,65.8149220538866,278.899092303921,4.31385584610953,225.444377769127,-0.00143937085163578,566.347989349039,1131255.23324739,0.175653799164591,76.3471259096865,17.7519435483082,13.8211611091754,1.44170244868461,36.4755723802666,18.6430017138456
"680","Greater London Authority","South West","Background Urban","1982","Winter","06","06","00",53.0398502454238,-1.30157192928885,-10.1485495664213,286.344654275484,1.59043769795752,132.896588648933,0.00319707636735563,-52.4081722088458,7344215.6082546,0.144343131628883,76.4088643491863,17.7516322777284,13.8132074645002,1.44278816497232,36.4418581513664,18.6436217897544
"681","North West","Teesside Urban Area","Background Urban","1987","Fall","04","19","21",52.2165237941969,-1.83885389207895,16.289028305492,283.870614768157,7.07206995561084,212.252961022936,0.000507837527212207,840.146998150252,6313012.50674516,0.0963514812981998,66.4575025131502,-0.907132011915163,14.5716125885166,1.28136747881732,33.5821536837367,18.6444926917347
"682","East Midlands","North West & Merseyside","Background Urban","1996","Fall","06","30","06",52.6103166639638,-1.04219448003012,166.298880249494,280.361165309583,2.46183732889516,277.380404011115,0.000653450952642194,295.875015181079,-55612.8835609784,0.181872751731001,76.3821993776364,17.7002891158583,13.761042775808,1.44145144035914,36.480328687873,18.6473842314643
"683","South East","Greater London Urban Area","Background Urban","1984","Winter","06","15","15",50.8286925223837,-1.40266646424547,56.9285686985694,293.408626170456,1.08661064622558,-67.3975749924767,0.00114810728661378,1155.82931285724,7260367.43960745,0.196132243565422,76.3137898746105,17.7470320370828,13.8183139427386,1.45515807422565,36.4818287707373,18.6361533197291
"684","Yorkshire and The Humber","West Yorkshire Urban Area","Traffic Urban","1995","Summer","11","13","07",52.6299627021978,-1.33850299974083,-3.19114053786775,278.816078723507,1.85107199944289,-67.2499872471232,0.00255376778033262,62.6099717135912,137593.294282319,0.146969614763162,76.3930116124916,17.7911067580397,13.8135827700709,1.40772617615843,38.7566646776195,18.6277033956404
"685","Yorkshire and The Humber","Eastern","Background Urban","1986","Summer","05","24","10",52.2093694290936,-2.62297049098042,39.7780271534656,284.237384712632,6.85364923847297,231.16780437575,0.000238863999491887,1317.73325970136,3443917.33233246,0.183189425525493,76.3588067885444,17.7632288550869,13.8076298070848,1.44133085998568,36.4827034098828,18.6462572390011
"686","Yorkshire and The Humber","Greater London Urban Area","Background Suburban","1984","Fall","09","28","22",52.6220218077797,-0.848212810311123,47.0501432894831,285.329059392933,7.84106560964461,177.155485265861,0.000942508680946702,449.08739875644,5025476.58685682,0.145487085672463,76.3193445417236,17.7427839997965,13.8070503329366,1.45489200995337,36.4800810447301,18.5489230010772
"687","North West","Sheffield Urban Area","Traffic Urban","1992","Summer","07","10","00",52.1284173477495,-2.91949964745852,43.7236888900857,289.161645519596,3.04804551037444,237.302054386216,0.00203630808885772,162.823481952007,7688036.85359459,0.147046880645514,82.4817106016053,16.8720934477462,18.1992318155017,0.933528092181359,35.3195127475423,18.642228956587
"688","South West","North East","Traffic Urban","1990","Spring","03","26","04",51.8439929350306,-1.51725822813622,93.9742333974359,287.878244173624,5.76417065377193,-180.441776461579,9.16422071519981e-05,539.064194067999,-22.4166398680878,0.176380359204063,76.3483563671664,17.745128060329,13.8170485492477,1.44135794003493,36.4832010634225,18.6405765906637
"689","South West","West Midlands Urban Area","Background Urban","1992","Summer","06","17","12",53.8965795385314,-2.5137519776241,72.2904849990679,290.728914336852,3.18048965374942,35.9991749644257,-0.000535059288618342,1872.33369898568,12697787.5981561,0.185824647577261,63.4511309290802,38.3768457666389,19.1946477295465,1.43040728370323,29.67119702957,18.6419503238913
"690","North West","Greater London Urban Area","Background Urban","1999","Winter","09","24","08",53.3420875414727,-0.0255674370658359,142.639574969507,287.976178352621,6.88309640879133,218.223794781212,-0.000332397858886794,803.764884524953,598108.668254588,0.15404396509034,26.3093101451068,7.60515393083755,12.2963814521853,0.32027916325446,17.2698780691914,18.6458170167931
"691","West Midlands","Greater London Urban Area","Background Urban","1999","Spring","06","13","02",52.3986970770383,-3.43878566544391,61.2998782686018,283.898619193794,3.2317770211892,309.951195546119,0.00230218204560108,346.182412946274,3924732.30991006,0.148456051885542,30.596663217539,41.5422926421103,-3.03707202149493,-0.498319119988639,24.8474248103974,18.6477880894834
"692","Greater London Authority","East Midlands","Background Rural","2000","Summer","07","16","15",51.9558822554361,-0.460584619164547,83.8404505704815,291.014689275549,5.02751835994598,170.86490796279,-4.42363185250818e-06,1380.40325387268,4865901.92523104,0.12113814335783,48.955073352965,57.7418586992616,8.11366013896622,1.44202788439955,36.519516998915,19.098431853642
"693","East of England","Coventry/Bedworth","Traffic Urban","1981","Winter","11","08","02",50.820245544399,-2.5143465084331,-45.1339829541845,287.513636843628,6.85197378314668,102.899140639211,-0.00606932783637226,555.751198875275,11783035.7007862,0.185958527172413,598.245714908943,18.5574840557662,16.2330859456157,1.23620792262956,36.5034907644528,18.644315533229
"694","Greater London Authority","Portsmouth Urban Area","Traffic Urban","1982","Spring","07","12","13",49.9737887474733,-2.21238183665385,53.4107381470421,293.700721653499,7.08872173484676,62.0130809148004,-0.00104007227544162,1071.75885892207,8219072.02706398,0.179168539347016,76.2887356612884,33.1661336936767,13.7970970393585,1.4446194293131,52.4561978544519,18.6437979013006
"695","North West","East Midlands","Background Urban","1993","Fall","01","15","16",50.1343551272889,-1.07700578289809,78.9562202349702,277.116264781405,4.93167899680767,224.561027662752,-0.00183135426507379,313.519290809128,1170524.91831525,0.21101776679571,76.3157954103634,17.7398807012048,13.8224021144786,1.44082581946036,36.4757859786872,18.6429560168689
"696","West Midlands","Eastern","Background Urban","1998","Summer","11","07","10",52.7159386024292,0.300528354606246,-186.491375529451,275.907135514117,5.13907582963874,174.228292041501,0.00459957614091718,457.680018501153,-708014.691613146,0.21946873667613,-51.7344875820847,12.8061436406434,9.15472708605707,0.484728378458222,42.5981650473178,18.6404713800136
"697","South East","Eastern","Traffic Urban","1990","Fall","05","23","15",53.0573476861552,-3.4476420562959,-90.1809549375658,283.02258983857,4.46605001964884,44.673512285651,0.00124964791206641,1065.3615666719,4011611.90505987,0.230172485444127,75.9626504336242,17.7538263309932,13.8099503761003,1.44283284456479,36.4827938390283,18.6343299994151
