"","GoodStudent","Age","SocioEcon","RiskAversion","VehicleYear","ThisCarDam","RuggedAuto","Accident","MakeModel","DrivQuality","Mileage","Antilock","DrivingSkill","SeniorTrain","ThisCarCost","Theft","CarValue","HomeBase","AntiTheft","PropCost","OtherCarCost","OtherCar","MedCost","Cushioning","Airbag","ILiCost","DrivHist"
"261","False","Adult","Middle","Adventurous","Current","Severe","Football","Severe","FamilySedan","Poor","TwentyThou","True","Normal","False","HundredThou","False","TwentyThou","City","False","HundredThou","TenThou","True","Thousand","Excellent","True","Thousand","Many"
"262","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"263","False","Adult","Prole","Adventurous","Current","None","Football","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Good","True","Thousand","Zero"
"264","False","Adolescent","Middle","Adventurous","Older","None","Tank","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Many"
"265","False","Adolescent","Middle","Cautious","Older","None","Tank","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","False","Thousand","Zero"
"266","False","Adult","Prole","Normal","Current","None","Football","None","FamilySedan","Excellent","TwentyThou","True","Expert","False","Thousand","False","TwentyThou","Rural","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"267","False","Senior","Prole","Cautious","Current","None","Football","None","Economy","Excellent","TwentyThou","False","Expert","True","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Good","True","Thousand","Zero"
"268","False","Senior","Prole","Normal","Older","None","Tank","Mild","FamilySedan","Poor","FiveThou","False","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","False","Thousand","Excellent","False","Thousand","Many"
"269","False","Adolescent","UpperMiddle","Adventurous","Current","None","EggShell","None","SportsCar","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Many"
"270","False","Senior","Prole","Normal","Older","None","Football","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"271","False","Adult","UpperMiddle","Adventurous","Current","None","Football","None","Luxury","Poor","TwentyThou","True","SubStandard","False","Thousand","False","FiftyThou","City","False","TenThou","Thousand","True","Thousand","Good","True","Thousand","Many"
"272","False","Adolescent","Prole","Psychopath","Older","Mild","EggShell","Mild","Economy","Poor","FiveThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"273","False","Senior","UpperMiddle","Cautious","Current","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"274","False","Senior","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"275","False","Adolescent","Prole","Adventurous","Older","Severe","Tank","Severe","FamilySedan","Poor","FiftyThou","False","Normal","False","TenThou","False","FiveThou","City","False","HundredThou","HundredThou","False","Thousand","Good","False","Thousand","Many"
"276","False","Adult","Prole","Normal","Older","Mild","Football","Mild","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"277","False","Adolescent","UpperMiddle","Normal","Older","Mild","Tank","Moderate","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","True","TenThou","TenThou","True","Thousand","Excellent","False","Thousand","Zero"
"278","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Many"
"279","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Excellent","Domino","False","Expert","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"280","False","Senior","Middle","Cautious","Older","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","True","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","One"
"281","False","Senior","UpperMiddle","Cautious","Current","None","Football","None","FamilySedan","Normal","Domino","True","Normal","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"282","False","Adult","Middle","Normal","Current","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Suburb","False","Million","HundredThou","False","Thousand","Fair","True","Thousand","Many"
"283","False","Adult","UpperMiddle","Adventurous","Current","None","EggShell","None","SportsCar","Normal","FiveThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","One"
"284","False","Adolescent","Prole","Cautious","Older","Moderate","EggShell","Moderate","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","True","TenThou","Thousand","True","TenThou","Fair","False","Thousand","One"
"285","False","Adult","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","HundredThou","HundredThou","True","TenThou","Poor","False","Thousand","Many"
"286","False","Adult","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","TenThou","TenThou","True","Million","Poor","False","Thousand","Many"
"287","False","Adult","Prole","Adventurous","Older","None","Tank","None","FamilySedan","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Excellent","False","Thousand","One"
"288","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Many"
"289","False","Senior","UpperMiddle","Cautious","Older","None","Tank","None","FamilySedan","Excellent","FiveThou","False","Normal","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"290","False","Senior","UpperMiddle","Cautious","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","True","Normal","True","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"291","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","One"
"292","False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"293","False","Adult","Middle","Normal","Current","None","Tank","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","Rural","False","TenThou","Thousand","False","Thousand","Excellent","True","Thousand","Many"
"294","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Secure","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"295","False","Adult","Middle","Normal","Current","None","EggShell","None","SportsCar","Normal","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"296","False","Adult","Prole","Adventurous","Current","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","False","Thousand","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Fair","True","Thousand","Zero"
"297","False","Adolescent","Middle","Normal","Older","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Many"
"298","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","False","Thousand","False","TenThou","Rural","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"299","False","Adult","Middle","Cautious","Older","Severe","Football","Severe","FamilySedan","Normal","FiftyThou","False","Normal","False","TenThou","False","FiveThou","Secure","True","TenThou","TenThou","True","HundredThou","Fair","False","Thousand","Zero"
"300","False","Adult","Prole","Normal","Older","Moderate","EggShell","Moderate","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","FiveThou","Suburb","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Many"
"301","False","Adult","Middle","Normal","Current","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"302","False","Adult","Middle","Adventurous","Older","None","Tank","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","Many"
"303","False","Adult","UpperMiddle","Adventurous","Current","Moderate","Football","Moderate","Luxury","Poor","TwentyThou","True","SubStandard","False","HundredThou","False","FiftyThou","Suburb","False","HundredThou","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"304","False","Adult","Prole","Normal","Current","None","Tank","None","FamilySedan","Excellent","TwentyThou","False","Expert","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"305","False","Adolescent","Middle","Adventurous","Older","None","Tank","None","FamilySedan","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","One"
"306","False","Adult","Prole","Cautious","Older","None","Football","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"307","False","Adult","Middle","Normal","Current","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","TenThou","Secure","False","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"308","False","Adult","Middle","Normal","Current","None","Tank","None","FamilySedan","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","One"
"309","False","Senior","Prole","Cautious","Older","None","EggShell","None","SportsCar","Normal","FiftyThou","False","Normal","True","Thousand","False","TenThou","City","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"310","False","Senior","Prole","Cautious","Older","None","Football","None","Economy","Normal","TwentyThou","False","Normal","True","Thousand","False","TenThou","City","True","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"311","False","Adult","Middle","Normal","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Suburb","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"312","False","Adolescent","Prole","Normal","Older","None","EggShell","None","FamilySedan","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"313","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"314","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","True","Thousand","False","TenThou","City","True","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"315","False","Senior","Prole","Normal","Older","None","Tank","None","FamilySedan","Excellent","FiveThou","False","Expert","True","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Zero"
"316","False","Adult","Middle","Normal","Current","Mild","Football","Mild","FamilySedan","Poor","TwentyThou","True","SubStandard","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"317","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"318","True","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Million","HundredThou","True","Million","Poor","False","Thousand","Many"
"319","False","Senior","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","Secure","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"320","False","Adult","Middle","Normal","Older","None","EggShell","None","SportsCar","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"321","False","Adolescent","Middle","Normal","Older","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Suburb","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","One"
"322","False","Adult","Middle","Normal","Current","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"323","False","Senior","Middle","Cautious","Current","None","Football","None","FamilySedan","Normal","TwentyThou","True","Normal","True","Thousand","False","TwentyThou","Rural","True","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"324","False","Adult","UpperMiddle","Normal","Current","Moderate","Football","Moderate","FamilySedan","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Secure","True","HundredThou","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"325","True","Adolescent","Prole","Adventurous","Older","Mild","EggShell","Mild","Economy","Poor","FiveThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"326","False","Senior","UpperMiddle","Normal","Older","None","EggShell","None","SportsCar","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"327","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"328","False","Adult","Prole","Normal","Older","Mild","EggShell","Mild","Economy","Normal","FiftyThou","False","Normal","False","TenThou","False","FiveThou","Suburb","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"329","False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","TenThou","TenThou","True","Million","Poor","False","Thousand","Many"
"330","True","Adolescent","UpperMiddle","Adventurous","Current","None","Tank","Mild","Luxury","Poor","FiftyThou","True","SubStandard","False","Thousand","False","FiftyThou","City","False","Thousand","Thousand","False","Thousand","Excellent","True","Thousand","Many"
"331","False","Senior","Middle","Normal","Older","None","Tank","None","FamilySedan","Poor","FiveThou","False","SubStandard","False","Thousand","False","TenThou","Secure","False","TenThou","Thousand","True","Thousand","Excellent","False","Thousand","Many"
"332","False","Adult","Middle","Cautious","Current","Mild","Tank","Mild","FamilySedan","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"333","False","Adult","Middle","Normal","Current","None","Tank","None","FamilySedan","Excellent","TwentyThou","True","Expert","False","Thousand","False","TwentyThou","Rural","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"334","False","Adult","Prole","Adventurous","Older","Severe","Football","Severe","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","FiveThou","Rural","False","HundredThou","HundredThou","True","HundredThou","Fair","False","TenThou","Many"
"335","False","Senior","Middle","Cautious","Older","None","Football","None","SportsCar","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"336","False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","TenThou","TenThou","True","TenThou","Poor","False","Thousand","Many"
"337","False","Adult","UpperMiddle","Adventurous","Current","None","Tank","None","Luxury","Poor","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","City","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"338","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"339","False","Adult","Middle","Normal","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"340","False","Adult","Middle","Cautious","Older","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"341","False","Adult","UpperMiddle","Adventurous","Current","None","EggShell","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"342","False","Adult","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"343","False","Senior","UpperMiddle","Normal","Current","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","True","Thousand","False","TenThou","Secure","True","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Many"
"344","False","Adult","Prole","Normal","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","TenThou","TenThou","True","Million","Poor","False","Thousand","Many"
"345","False","Adult","Middle","Cautious","Older","Mild","Tank","Moderate","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","True","TenThou","TenThou","True","Thousand","Good","False","TenThou","One"
"346","False","Senior","UpperMiddle","Normal","Current","Moderate","Football","Moderate","Luxury","Poor","Domino","True","SubStandard","False","HundredThou","False","FiftyThou","Secure","True","HundredThou","Thousand","True","Thousand","Good","True","Thousand","Many"
"347","False","Adolescent","Prole","Normal","Older","None","EggShell","None","SportsCar","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TenThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"348","False","Adolescent","UpperMiddle","Normal","Current","None","EggShell","None","FamilySedan","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","One"
"349","False","Senior","UpperMiddle","Cautious","Current","None","Tank","None","Luxury","Normal","TwentyThou","True","Normal","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"350","False","Adult","UpperMiddle","Cautious","Current","None","Football","None","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"351","False","Adolescent","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","True","Thousand","Thousand","False","Thousand","Good","False","Thousand","Zero"
"352","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Poor","Domino","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"353","False","Adult","Middle","Adventurous","Older","None","Football","None","FamilySedan","Poor","TwentyThou","False","Normal","False","Thousand","False","TenThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"354","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","FiveThou","False","Normal","False","Thousand","False","TenThou","Secure","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"355","False","Adult","Middle","Normal","Current","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","False","Thousand","Poor","True","Thousand","Zero"
"356","False","Adult","Wealthy","Cautious","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"357","False","Adult","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","Domino","False","SubStandard","False","TenThou","False","FiveThou","Suburb","False","TenThou","Thousand","True","HundredThou","Fair","False","Million","Many"
"358","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","False","Thousand","Poor","True","Thousand","Zero"
"359","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"360","True","Adolescent","Middle","Psychopath","Current","Moderate","Football","Moderate","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Good","True","Thousand","Many"
"361","False","Adult","Middle","Normal","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"362","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"363","False","Senior","UpperMiddle","Normal","Current","None","EggShell","None","SportsCar","Excellent","TwentyThou","True","Expert","False","Thousand","False","TwentyThou","Rural","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"364","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Excellent","Domino","False","Expert","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","False","Thousand","Excellent","False","Thousand","Zero"
"365","False","Senior","Middle","Cautious","Older","None","EggShell","None","SportsCar","Excellent","TwentyThou","False","Normal","True","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"366","False","Adolescent","Middle","Cautious","Older","Mild","Tank","Moderate","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","Secure","True","HundredThou","HundredThou","False","TenThou","Good","False","Thousand","Many"
"367","True","Adolescent","Prole","Cautious","Older","None","EggShell","None","SportsCar","Excellent","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","City","True","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"368","False","Adult","Middle","Adventurous","Older","Severe","EggShell","Severe","SportsCar","Poor","FiftyThou","False","SubStandard","False","TenThou","False","TenThou","Suburb","False","TenThou","TenThou","True","HundredThou","Poor","False","Thousand","Many"
"369","False","Adult","Middle","Cautious","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","False","Thousand","Zero"
"370","False","Senior","Prole","Normal","Current","Moderate","Football","Moderate","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","City","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"371","False","Senior","UpperMiddle","Cautious","Current","None","Tank","None","Luxury","Excellent","TwentyThou","True","Expert","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"372","False","Adult","Prole","Cautious","Older","None","Football","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","One"
"373","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"374","False","Adult","UpperMiddle","Adventurous","Current","Moderate","Football","Moderate","Luxury","Poor","TwentyThou","True","SubStandard","False","HundredThou","False","FiftyThou","Suburb","True","HundredThou","HundredThou","True","Thousand","Good","True","Thousand","Many"
"375","False","Adult","Prole","Adventurous","Current","Severe","EggShell","Severe","Economy","Normal","FiftyThou","False","Normal","False","TenThou","False","TenThou","City","False","HundredThou","HundredThou","True","TenThou","Fair","True","Thousand","Many"
"376","False","Senior","UpperMiddle","Normal","Current","None","Football","None","Luxury","Normal","Domino","True","Normal","False","Thousand","False","FiftyThou","Secure","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"377","False","Adult","UpperMiddle","Normal","Current","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","HundredThou","False","TwentyThou","Suburb","True","HundredThou","TenThou","True","Thousand","Good","True","Thousand","One"
"378","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"379","False","Senior","UpperMiddle","Normal","Current","None","Football","None","Luxury","Excellent","TwentyThou","True","Expert","True","Thousand","False","FiftyThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"380","False","Adult","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","Rural","False","TenThou","TenThou","False","Thousand","Fair","False","Thousand","Many"
"381","True","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Severe","SportsCar","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","HundredThou","HundredThou","False","TenThou","Poor","False","Thousand","Many"
"382","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"383","False","Adolescent","UpperMiddle","Normal","Current","None","EggShell","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"384","True","Adolescent","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"385","False","Adult","Middle","Cautious","Current","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","False","Thousand","Fair","True","Thousand","Zero"
"386","False","Adult","Middle","Adventurous","Current","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"387","False","Adolescent","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"388","False","Adult","Middle","Adventurous","Older","None","Football","None","FamilySedan","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","One"
