"","A","C","D","H","I","O","T"
"1278","adult","none",0,"none",98.0825011639205,195.88876018093,420.969227030103
"1279","adult","none",0,"none",92.7182310768692,177.29553463357,406.098862676806
"1280","adult","severe",5.47123961970728,"any",4370.08592477418,220.837975794702,4805.2821669673
"1281","adult","none",0,"none",165.221774236047,171.288441630711,472.796074437224
"1282","old","mild",0,"none",99.2802364443797,372.170369626662,598.205985731089
"1283","adult","none",0,"none",105.753524231706,195.871214433832,451.174159715316
"1284","adult","mild",0,"none",81.6135430906155,195.379611220025,407.489155921793
"1285","young","none",0,"none",125.129529409497,51.3404251536735,287.768723789325
"1286","adult","none",4.35826145444187,"any",1434.69174498687,172.67615363453,1757.9460241624
"1287","young","mild",0,"none",159.071801686868,72.7345182831685,364.699691971255
"1288","young","none",0,"none",96.7164335453264,72.9663678347094,278.235126732761
"1289","young","none",0,"none",126.111052629372,68.6445712029003,320.063004586353
"1290","young","none",0,"none",84.9002854735283,62.2024220317179,254.16748452758
"1291","adult","none",3.11649549563704,"any",1052.85827443959,198.064820007235,1402.41794190986
"1292","adult","none",3.88843119199207,"any",1254.57940222982,163.63522627784,1561.40188380929
"1293","adult","none",0,"none",159.598848987664,201.088994856878,491.020588214707
"1294","adult","none",0,"none",94.2294305808648,158.729236612344,378.583000532324
"1295","old","severe",0,"none",27.7456939342416,429.588341999919,612.130443220237
"1296","adult","mild",0,"none",9.62431207340568,185.221922655967,331.611019847813
"1297","adult","none",0,"none",99.4568024689358,184.382268058178,409.936589916095
"1298","old","mild",7.48477682868432,"any",4157.02141490025,337.984412139287,4723.05770564924
"1299","old","mild",0,"none",116.81768713585,334.764113188831,599.530813995177
"1300","young","none",0,"none",115.949534161588,63.24668904968,316.286098195183
"1301","old","mild",5.94013366031917,"any",3401.59623741097,309.784826457886,3921.61735233753
"1302","old","none",7.24496575984827,"any",2278.29762335255,380.913258486491,2847.5026559427
"1303","adult","none",0,"none",167.994153457345,168.050825093267,497.406305045526
"1304","adult","none",0,"none",74.6029867632428,187.731600258141,412.318170323686
"1305","adult","none",3.08081432164007,"any",1026.90842673495,208.540922854691,1395.26520147848
"1306","young","none",0,"none",99.0590940492337,69.1393561019207,303.699970184772
"1307","adult","none",0,"none",62.7069646099033,196.410415072814,398.316508384027
"1308","adult","none",0,"none",182.62914399451,169.545386432128,488.343563225586
"1309","adult","none",0,"none",144.19996798731,124.757418840091,407.456061627114
"1310","old","mild",6.20807717590579,"any",3478.14919920252,337.833646310244,4012.3358075266
"1311","young","none",-0.275011393973346,"any",14.6158624388842,61.6592003661227,215.578858556014
"1312","young","none",0,"none",110.587945793951,56.1349306171103,281.632369427545
"1313","adult","none",0,"none",87.4994275412671,176.614227828844,381.264392447134
"1314","young","none",0,"none",113.599117596431,64.8953938577834,319.572648377793
"1315","adult","none",0,"none",122.068631304264,179.969968675136,423.393494478116
"1316","young","none",0,"none",128.742448064752,53.0297600129386,293.30641780088
"1317","old","mild",0,"none",156.542661244175,330.922341476134,632.60358256746
"1318","young","severe",0,"none",346.750166793587,58.053669323358,531.153045889391
"1319","adult","none",4.10536961740566,"any",1316.78226110691,185.947779294939,1664.02324710248
"1320","adult","none",0,"none",101.712829798367,190.604275773777,436.810542842038
"1321","adult","none",0,"none",93.4794539958796,178.54140457313,398.176762591422
"1322","young","none",0,"none",94.6100825967541,62.3481722825193,286.845330699373
"1323","young","none",0,"none",111.656486607863,66.480069713461,289.282477195774
"1324","young","none",0,"none",117.311040415881,67.9112860326091,323.869724050954
"1325","old","mild",0,"none",111.918100202831,329.601074003146,593.063783607248
"1326","young","none",0,"none",114.9496545634,56.0538687849147,309.341829173307
"1327","old","none",7.93330985840527,"any",2487.42250116516,356.058824989758,3021.86933015153
"1328","old","none",8.59370757628335,"any",2653.7530765794,342.118001751786,3188.82478908959
"1329","young","none",0,"none",83.3301613182964,61.4183133144295,260.852812969329
"1330","adult","none",0,"none",115.962771326451,164.352464177487,396.891614082647
"1331","adult","none",4.56991251983599,"any",1479.74402891849,145.725433261509,1764.35736674669
"1332","old","none",0,"none",57.6509705979866,363.863875655835,550.84249643702
"1333","young","mild",0,"none",77.7521177202653,67.5604726991879,263.703190346293
"1334","young","none",1.07194301118613,"any",410.191605197885,57.6509564782596,593.321721878902
"1335","old","none",7.2868989665336,"any",2241.16558421567,310.394674866527,2726.8407393969
"1336","adult","none",5.52821524647195,"any",1732.63392172116,154.355352320792,2064.88889151311
"1337","young","mild",0,"none",71.5197816548364,63.1738431789537,255.032269974407
"1338","adult","none",0,"none",123.340688379397,166.762890946573,429.881814246649
"1339","adult","none",0,"none",123.718481250695,177.47323593461,443.019334635202
"1340","adult","none",0,"none",62.0482553843381,175.891701446722,374.003462351645
"1341","adult","none",0,"none",57.20043213716,224.413935576927,412.746146110985
"1342","adult","none",0,"none",118.959707623996,185.351460657418,433.945996191204
"1343","adult","mild",4.20740463154502,"any",2422.58840279565,165.13417043465,2742.02991644963
"1344","adult","none",0,"none",62.4276523651835,130.302566376096,319.001040548895
"1345","adult","none",0,"none",98.797051371242,206.349507354067,430.192214295138
"1346","adult","none",0,"none",53.7813629725676,179.891170689271,364.820242157305
"1347","adult","mild",0,"none",130.784231205383,202.283430144881,464.946249081993
"1348","adult","none",3.28731144864037,"any",1119.40340333755,161.172166338174,1431.11588041771
"1349","adult","severe",0,"none",147.736971004547,208.501436415095,502.705306276221
"1350","adult","none",2.79508524744335,"any",958.860392853455,178.94903055286,1291.85302576708
"1351","old","mild",7.5446832719585,"any",4262.07734598036,338.648923853775,4824.54746569212
"1352","adult","none",0,"none",163.89341306848,181.477304783928,471.01209485844
"1353","young","none",0,"none",98.5172029624821,57.2554609768194,284.573653500716
"1354","adult","none",0,"none",82.0583085550169,132.673509658814,335.566937041974
"1355","adult","mild",0,"none",135.077718080296,203.20419427037,481.487365774341
"1356","old","none",0,"none",96.9085481787599,364.65899484592,589.718152167987
"1357","adult","none",0,"none",98.6466155130402,213.576364377692,446.947099103295
"1358","young","none",1.07309434899403,"any",430.932084990924,67.8895107158005,641.125682717204
"1359","young","none",0,"none",87.6941553263347,71.3893624635215,296.143777196905
"1360","young","none",0,"none",49.5751400762382,62.0810132790801,243.263804604195
"1361","young","none",0,"none",81.6623115963776,46.5942450550973,260.628918010625
"1362","young","none",0,"none",78.3469667555218,70.2882037459784,278.634906191339
"1363","adult","none",0,"none",88.593905636278,212.46800799227,421.291252439129
"1364","adult","none",0,"none",108.369683316412,175.731747927283,406.319682535426
"1365","adult","none",0,"none",114.82332848314,179.597791190901,419.104956449233
"1366","young","none",0,"none",121.812940731511,70.9068353521912,323.197638031699
"1367","adult","none",0,"none",64.3967659887094,185.161983438297,368.591156329159
"1368","adult","none",0,"none",143.719455158914,187.588338729861,457.644720276975
"1369","young","mild",0,"none",85.5548413221457,38.8117616428817,243.879196627401
"1370","adult","none",0,"none",88.2014345898197,200.23332763473,414.574000708632
"1371","young","none",0,"none",113.695850876938,48.6246511715583,291.697901321262
"1372","adult","none",3.40751053777167,"any",1160.49870841887,176.129989141688,1498.86019952337
"1373","young","none",0,"none",78.2314536131436,81.3438957315392,285.985096783789
"1374","young","none",1.76120546306397,"any",625.879786289409,68.7589084993619,834.290497027649
"1375","old","none",9.87753710349239,"any",3049.56418363428,440.962458003417,3693.70544695421
"1376","old","severe",0,"none",70.8373057058691,391.742407276338,597.026003363515
"1377","adult","none",0,"none",82.2461350754167,168.647216675182,377.226940489616
"1378","young","none",0,"none",126.938557698097,72.4438615455531,345.377942487365
"1379","adult","mild",0,"none",-11.4576302355279,173.415945846027,280.945843838245
"1380","old","mild",0,"none",166.650057475783,381.622564956926,687.02975188617
"1381","adult","mild",0,"none",64.8799324453559,180.622776207041,361.341259083025
"1382","old","mild",0,"none",25.6171839486955,326.146861573076,490.157322045721
"1383","old","mild",0,"none",100.553309451512,281.443307213629,529.619195559298
"1384","adult","none",0,"none",79.5681181617985,213.204816135344,409.697950583378
"1385","adult","none",0,"none",100.170942255612,203.129591805848,445.167918455894
"1386","adult","none",0,"none",55.3013459614816,184.71781649438,386.411092467284
"1387","adult","none",0,"none",51.9914898839238,212.132059239125,404.919700217522
"1388","young","none",0,"none",87.6717346927174,52.3348912705659,254.142310383744
"1389","old","mild",0,"none",96.1764910532539,362.191181540229,600.095981682296
"1390","young","none",0,"none",82.1681001332888,53.8245045463323,242.438654086863
"1391","adult","none",0,"none",123.854186428965,159.317776944561,402.943183799949
"1392","adult","none",0,"none",94.5375719489485,191.526807592541,424.750572686203
"1393","old","none",0,"none",82.4378714481989,364.211898805318,592.049790893232
"1394","young","none",0.60773482211996,"any",285.99965213327,45.1376587923427,471.338406594202
"1395","young","mild",0,"none",72.7031258084881,30.3183619881848,228.808116233006
"1396","adult","none",0,"none",123.664582692975,175.216358372607,414.101527503501
"1397","young","none",0,"none",76.2893966680238,51.7203114614562,241.865119426527
"1398","young","none",0,"none",106.604473981994,84.2004287972948,305.97156019802
"1399","old","mild",0,"none",63.1581283856204,310.850389773605,512.984386517665
"1400","young","none",0,"none",80.8004600935308,71.2640808612884,280.551873513411
"1401","adult","none",5.29999443530202,"any",1656.15558894421,200.479885179192,2024.34078344773
"1402","old","mild",6.65299084954812,"any",3792.77382218085,416.104025978174,4428.96983756494
"1403","old","severe",6.9913996388967,"any",5872.35550523541,317.235311957427,6442.94990160238
"1404","young","mild",0,"none",164.168349534492,91.7924764633429,380.16594726413
"1405","old","none",5.66145994431797,"any",1815.78240257916,352.205445132681,2341.38229403551
"1406","adult","none",3.4520372853283,"any",1126.72185594787,193.993233179204,1461.43443868351
"1407","old","none",0,"none",44.3774064136201,377.765642254054,555.925493759234
"1408","adult","none",0,"none",117.267003070321,136.119626030714,391.270206444088
"1409","young","none",0,"none",115.970071007363,69.0242241675663,308.89956707831
"1410","adult","none",0,"none",59.0633345575756,218.461198504514,415.409253064692
"1411","young","none",0,"none",115.31092582816,71.7413215176376,322.985174590363
"1412","young","none",0,"none",58.6876265568685,70.0018542260297,252.118281180965
"1413","adult","none",3.93272694412452,"any",1305.39659012221,148.14014370954,1608.91381085476
"1414","young","none",0,"none",100.428240070774,65.3377993627887,298.087505198039
"1415","young","none",0,"none",52.4419654095367,45.4829250113923,212.413560741285
"1416","adult","none",0,"none",114.269111268998,168.667694154908,416.407667902217
"1417","adult","mild",3.99263936682367,"any",2346.80498210635,172.98284214156,2698.3247288515
"1418","adult","mild",3.22306179815597,"any",1915.71389162709,164.559589679457,2237.53761161075
"1419","young","none",0,"none",103.710030570206,58.6683910550832,284.630435508209
"1420","adult","severe",0,"none",26.1803269426017,187.84699643972,344.901099118376
"1421","young","none",0,"none",111.556655445677,77.3168217230654,309.46499138705
"1422","adult","severe",4.85797157342264,"any",3982.01501900234,197.974886910657,4382.02719222721
"1423","young","none",0,"none",109.878306031463,50.9905388006919,266.464552515124
"1424","young","mild",0,"none",37.0006143382476,58.1383229270596,226.171588216304
"1425","old","none",0,"none",88.7252044601976,361.785783848803,604.29751368321
"1426","old","none",0,"none",106.790723039467,380.090829108791,621.706826713931
"1427","old","mild",0,"none",41.958545439996,401.79827592008,574.720761083741
"1428","adult","none",2.42488603276543,"any",836.168436061321,181.249003837415,1171.96423923075
"1429","adult","none",0,"none",100.991153230676,199.520259033175,432.719886399885
"1430","adult","none",0,"none",101.449768779359,155.933352764831,401.687620386574
"1431","old","mild",9.44372244224652,"any",5319.30140612265,378.663586708821,5949.44161965842
"1432","adult","none",0,"none",111.035123452327,186.843277778129,414.566134544093
"1433","young","none",0,"none",125.814566622388,59.3882474668608,298.128396059292
"1434","young","none",0,"none",150.621476600928,52.571891164965,323.685715255755
"1435","adult","none",0,"none",139.035004347272,168.734343317756,443.492686551213
"1436","adult","none",0,"none",130.434214461104,216.100245619341,484.990706273924
"1437","old","mild",0,"none",166.043141336382,357.799831282081,659.660057553462
"1438","young","none",0,"none",117.101160905332,52.3575608461329,309.080448716579
"1439","adult","none",2.21193797017735,"any",797.777145892305,184.459579430353,1120.19056429781
"1440","adult","mild",0,"none",114.433202229412,165.461830535392,415.767693880909
"1441","young","none",-0.267687915950679,"any",46.1280289496764,48.5810980192279,198.261080962057
"1442","old","mild",8.19106684292569,"any",4610.6199889619,396.080814553465,5250.69445292295
"1443","old","mild",0,"none",127.020859203608,417.018450031813,677.056021034452
"1444","adult","none",0,"none",90.8810097819661,176.98764704313,383.105139008589
"1445","adult","none",5.17446166346484,"any",1667.88744610454,161.843794836843,1984.3000967819
"1446","young","none",0,"none",115.38003650828,58.6042536132396,307.36294744041
"1447","adult","mild",0,"none",140.378752963841,152.921617204149,416.741414618349
"1448","adult","none",0,"none",99.8000603664541,164.197972593668,382.187819653047
"1449","old","mild",0,"none",86.3182746215832,359.204951887023,582.814555331596
"1450","adult","none",0,"none",85.2547613254721,165.872500134826,364.409034637233
"1451","young","none",0,"none",123.174886662692,47.5699756697504,289.998834757337
"1452","young","none",0,"none",50.91008076621,68.8883450931016,258.351106845849
"1453","adult","none",0,"none",134.185227306786,210.580182891503,476.917685648041
"1454","young","none",0,"none",112.901451552671,58.7746314615755,307.37547269064
"1455","old","none",0,"none",140.381293707539,363.939141093423,641.227568842839
"1456","young","none",0,"none",134.205792326261,63.5744429738857,343.807585473813
"1457","young","none",0,"none",77.9209894263039,72.8393906425412,293.550372101099
"1458","young","none",1.32616774170381,"any",551.320792832191,66.9839126077993,736.66122021519
"1459","old","severe",0,"none",17.8731518806812,392.677951015414,554.858389427608
"1460","old","none",8.88075210102481,"any",2718.73125584896,391.411922292296,3314.54483354618
"1461","young","none",0,"none",109.748333028845,57.3043336864746,300.518651230571
"1462","adult","none",0,"none",58.8502528507545,159.033216461643,340.811910462669
"1463","young","mild",0.939096897743156,"any",649.912947287472,67.1783857997883,860.505622264019
"1464","adult","none",0,"none",91.4044154555227,189.029586029016,414.817584876886
"1465","adult","none",0,"none",56.6912379480296,186.159334909333,379.160842450783
"1466","young","none",0,"none",158.782923181436,55.5129995120943,343.306849625641
"1467","old","none",0,"none",106.197559186588,386.476648830314,617.380896808398
"1468","young","none",0,"none",81.0534722125151,44.3597074871527,263.094068897702
"1469","adult","none",3.47285420169142,"any",1137.39733227652,162.660558131544,1441.64811785504
"1470","young","none",0.947321845067125,"any",409.682228625691,47.5040546769825,594.119953007133
"1471","young","none",0,"none",57.2392558396258,65.8544041522583,249.538717830518
"1472","old","none",6.96748235947629,"any",2200.09815315447,324.801503501957,2708.4137883941
"1473","young","none",0,"none",39.8371548973167,61.4957767344537,210.895239719118
"1474","adult","none",0,"none",79.9714797105612,174.065923451168,390.272039965284
"1475","adult","none",0,"none",71.3286616764519,179.34155950626,394.162591579517
"1476","young","mild",0,"none",153.330966956763,66.8175027089479,360.063529031986
"1477","adult","none",0,"none",121.263425226655,163.825363971331,396.930630347682
"1478","young","mild",0,"none",-5.04254546029759,77.819228126746,194.037105680963
"1479","adult","none",0,"none",80.7143121604273,161.900833393069,361.564376932738
"1480","old","mild",0,"none",140.957899115876,465.132953493099,744.522928754308
"1481","young","none",0,"none",72.1508463499562,55.070218900298,227.798736744219
"1482","old","mild",0,"none",116.073478212924,375.876732250885,625.234809912794
"1483","young","none",0,"none",145.813441557672,50.690055240913,330.318008055617
"1484","adult","mild",0,"none",108.013689770239,182.241660082572,430.685293556595
"1485","adult","mild",0,"none",188.170770710501,164.230205867139,483.823153700755
"1486","adult","none",0,"none",124.331884415758,165.521184640093,418.427680569662
"1487","young","severe",0,"none",-143.945905852997,71.9514892477634,33.7900434973855
"1488","adult","mild",0,"none",120.887508686503,188.136665079862,436.161092095593
"1489","young","none",0,"none",33.507687031749,61.0241412577826,215.772551036861
"1490","adult","mild",0,"none",45.4364131120135,189.397936877088,368.5589767874
"1491","adult","severe",4.23490761586523,"any",3578.72987688494,195.127436784314,3966.68942007229
"1492","adult","none",0,"none",122.656911686762,188.822615012492,429.845654848998
"1493","old","mild",0,"none",9.76918408606805,359.232212240487,509.518398306164
"1494","young","none",0,"none",68.549985454975,62.8863769903949,270.828338516724
"1495","adult","none",0,"none",65.3202165254751,219.052266418481,418.062839401781
"1496","young","none",0,"none",83.1048826203003,64.9773658949157,292.303859320626
"1497","adult","none",0,"none",124.447837017844,152.685088924704,401.108794855372
"1498","adult","none",3.52120656470996,"any",1096.72012202051,132.751408958492,1358.07457258835
"1499","adult","none",0,"none",85.3113836821004,197.316786211806,403.183719081172
"1500","adult","none",2.38419091438601,"any",819.871684182917,179.541730123797,1133.09310128164
"1501","adult","none",0,"none",96.0835775130228,157.712620912624,373.024491615842
"1502","adult","mild",4.62332981352434,"any",2598.43440163095,154.628732410189,2911.70981471926
"1503","old","mild",4.52933959789083,"any",2562.37883009437,317.244022975191,3065.35301221646
"1504","old","none",9.05884127574077,"any",2838.75807845798,328.375066798705,3345.35884930485
"1505","old","none",6.7630677050818,"any",2144.98385648518,291.783985308705,2605.65405753228
"1506","adult","none",0,"none",130.344437184361,183.342837917546,473.840033013446
"1507","adult","mild",0,"none",194.325375988104,178.737460888241,500.567588287393
"1508","old","mild",5.5138888108613,"any",3160.00437460726,332.369224959237,3700.80816234651
"1509","young","none",0,"none",78.3468285111616,38.7961036346497,237.908060260965
"1510","old","mild",7.93447844118009,"any",4381.97941278534,340.652874372192,4951.15314353986
"1511","adult","none",3.40141683345119,"any",1096.31221358713,161.583307163186,1406.49301849119
"1512","young","none",0,"none",112.310006923415,70.7853016041454,310.329136053231
"1513","adult","none",0,"none",108.005126397172,159.279726482057,385.363991375521
"1514","adult","mild",0,"none",202.070814282548,153.210786015548,495.966291376254
"1515","adult","none",4.07808751972306,"any",1405.75335964617,172.978704461263,1730.50285474892
"1516","adult","none",0,"none",155.967093932415,184.474648127208,464.197972892714
"1517","old","mild",7.92530445189626,"any",4423.781587589,360.501812681377,4998.84526326888
"1518","old","mild",6.06831874899599,"any",3395.98591004806,402.392054313466,4009.9990506238
"1519","young","none",0,"none",63.9907422880432,63.4485438159217,233.255639808464
"1520","adult","none",0,"none",179.874153414982,168.859991097249,492.495832554918
"1521","adult","none",0,"none",109.943460035188,241.822181794264,495.598999274815
"1522","adult","mild",0,"none",95.1405686578883,190.132955477951,418.692245925116
"1523","adult","none",0,"none",139.618144373322,163.072157872031,434.125814936765
"1524","young","none",0,"none",96.2207868021413,68.715292344567,279.220817833486
"1525","old","mild",7.58885137263228,"any",4277.22010125309,373.311038504336,4869.0566645882
"1526","adult","none",0,"none",25.402532225178,211.278438173313,378.742096530397
"1527","old","mild",7.63903310887691,"any",4313.53077974795,410.086724322644,4956.17967879398
"1528","adult","severe",0,"none",45.0966170885411,187.97038032294,354.924983233408
"1529","adult","none",3.95961314033101,"any",1330.10166720826,184.641621862054,1671.2516594575
"1530","old","mild",0,"none",48.971222307965,465.967558637489,652.908645273425
"1531","adult","none",0,"none",65.9801427238593,186.995886940729,377.131021146505
"1532","young","mild",1.71264028403558,"any",1033.15177525155,67.0743823084159,1232.6684699635
"1533","young","none",0,"none",145.618937962624,68.8455902108737,352.613479358452
"1534","old","none",6.7387818777588,"any",2074.71049093123,286.094295811492,2532.45326797543
"1535","young","none",0,"none",131.301843559044,68.8595178651565,312.505899732028
"1536","adult","severe",0,"none",158.924634913316,182.02018002812,456.3091368025
"1537","adult","none",0,"none",84.4861995305522,172.642081831364,392.346618985913
"1538","adult","none",0,"none",118.636924295448,173.7615622955,418.187626608041
"1539","old","none",0,"none",86.2178829245774,312.824492403542,543.829801820061
"1540","young","none",0,"none",82.5148560535728,45.511806219512,269.635420451508
"1541","old","mild",7.16644760192443,"any",4077.5174541603,363.416192730994,4658.07323855689
"1542","young","none",0,"none",132.121133013244,69.0657356659479,309.740426909249
"1543","old","mild",9.13663258342481,"any",5031.72414876053,361.336283538857,5622.22375988933
"1544","adult","mild",0,"none",153.635803400677,176.146329933246,461.09686400423
"1545","adult","none",0,"none",153.871269058608,191.098293021114,469.18738295009
"1546","adult","none",0,"none",92.5038634190071,179.125945226679,406.71502499421
"1547","adult","mild",4.0796405611192,"any",2332.20689042937,204.855867593326,2688.06322439398
"1548","young","none",0,"none",100.69346123881,62.9890148881062,282.452029579416
"1549","young","none",1.06682415603273,"any",447.953804667904,65.6700245509483,648.608135002562
"1550","adult","mild",4.38514137491937,"any",2509.9711803989,193.640706068104,2884.09318480261
"1551","adult","mild",5.05186620080916,"any",2846.26781773098,182.392570254145,3217.38336662544
"1552","adult","none",0,"none",39.8594729539586,189.701303964886,345.3810341579
"1553","adult","none",0,"none",176.366428013841,217.003957912592,530.697335222596
"1554","adult","none",0,"none",158.077445759686,165.730687115105,465.664018956428
"1555","adult","mild",0,"none",12.6992348485436,167.23995283004,310.612885117266
"1556","adult","none",0,"none",104.734082340969,175.751060350499,416.547289160285
"1557","adult","none",4.25559459712494,"any",1410.4254887274,166.080208928471,1735.60755925159
"1558","old","none",0,"none",88.207078836925,432.201691620922,645.551363740677
"1559","young","none",0,"none",121.969627001266,41.1110661567158,295.236607622368
"1560","adult","none",0,"none",86.7738132229251,186.397710443557,397.827815578208
"1561","young","none",0,"none",104.78765648607,56.8890454654679,288.018824716439
"1562","young","none",0,"none",101.523967921452,53.6788400514679,272.328029429061
"1563","old","mild",0,"none",117.815747034071,420.677682175174,698.717819436275
"1564","adult","none",0,"none",109.824988231614,180.969581903797,414.597523970973
"1565","young","mild",0,"none",164.206583760323,56.0416452942812,351.618031130468
"1566","young","none",1.04088895642953,"any",434.603784226328,60.5955390492837,622.276976385585
"1567","adult","none",3.94904455149623,"any",1271.29400217859,181.77924021623,1610.27271114451
"1568","adult","none",4.94228343991484,"any",1582.23626014355,154.719195130896,1896.25594934853
"1569","adult","none",0,"none",43.0051554136544,160.431793297555,323.426074755767
"1570","adult","none",0,"none",110.182894048439,167.538136365947,407.442556635779
"1571","adult","none",0,"none",101.529882242288,178.464514936424,402.543768118654
"1572","young","none",0,"none",63.3714948558338,53.5488767637557,224.097649354714
"1573","adult","mild",5.10100965002893,"any",2878.35310120273,158.762396495187,3222.40303142875
"1574","adult","none",0,"none",62.6972808497156,215.760182352989,426.997590077884
"1575","old","severe",0,"none",51.2730874193811,427.150236645873,605.878848081552
"1576","adult","mild",5.54741610818502,"any",3144.3574966113,162.086023108462,3498.83405169628
"1577","adult","mild",0,"none",3.2943222744038,156.592780688627,288.067707388439
"1578","adult","severe",0,"none",217.586994717036,178.775712405963,516.34033624577
"1579","adult","none",0,"none",88.5446205666884,217.977001112829,431.815456112389
"1580","young","none",0,"none",96.4795877100594,64.4000356070209,279.152954058367
"1581","young","none",1.70614108739148,"any",658.182891782423,54.6607798989393,859.249227502286
"1582","young","none",0,"none",26.1089158079107,58.5191943821941,212.950816750597
"1583","adult","none",0,"none",99.5571765952044,192.314801051204,426.424978859346
"1584","old","mild",7.90862188611779,"any",4542.92877527244,376.835678620945,5161.44675086597
"1585","young","none",0,"none",38.7489211237784,62.3184488389142,234.241614715782
"1586","young","none",0,"none",114.888638427235,66.5124658480211,303.911037444547
"1587","adult","none",0,"none",114.240043261577,172.466663968073,421.637278282724
"1588","adult","none",0,"none",140.05015163676,207.309202948248,483.71192963944
"1589","young","none",0,"none",41.1453947582978,54.0352787769874,233.692751942019
"1590","adult","none",2.87760458902875,"any",1006.0878182821,173.451865209953,1328.31331327343
"1591","adult","none",0,"none",89.5023628834069,151.019582352255,362.98758607443
"1592","adult","severe",0,"none",-45.7431756140192,207.31621865019,299.846558266531
"1593","adult","severe",0,"none",85.1076050346164,194.690180174598,395.043809631268
"1594","adult","none",0,"none",65.8153508645337,175.815042230964,367.890650146565
"1595","adult","none",0,"none",119.805771924282,178.1861975529,413.827637386233
"1596","old","none",0,"none",103.511630517978,420.266828822479,671.160927230605
"1597","old","severe",8.47756650163127,"any",6896.81502983186,329.886624250932,7505.14445696686
"1598","adult","none",4.00518309041675,"any",1235.57240787978,162.644887631818,1534.99328041438
"1599","adult","none",0,"none",120.495643331803,203.257655049831,454.401129684916
"1600","old","mild",7.92811619124788,"any",4473.36221486701,463.185869753684,5180.59617863331
"1601","adult","none",3.24103223663932,"any",1069.68633199619,179.580237357631,1404.79690997477
"1602","adult","none",0,"none",156.989316810141,176.363545438547,480.967093167225
"1603","old","none",9.35241723503637,"any",2866.9385959207,400.196435217012,3462.65821040138
"1604","adult","severe",0,"none",121.935255461593,160.657144650365,414.278261126103
"1605","old","mild",0,"none",111.842009318716,355.317449874038,618.419245973894
"1606","young","none",0,"none",120.585372427672,79.5492983870301,330.493903866487
"1607","old","mild",0,"none",47.160281535865,421.499127479824,616.713555357242
"1608","old","mild",0,"none",104.447428774271,316.272454053903,539.644965941761
"1609","young","none",0,"none",79.2758786009131,60.2655226936167,256.291603261644
"1610","young","none",0,"none",127.500102810503,77.8734379548869,333.057842059401
"1611","adult","none",4.2785649032119,"any",1420.84814276955,189.467839107074,1764.85496782093
"1612","old","severe",0,"none",165.380881837272,353.148888698865,685.608771630539
"1613","old","none",0,"none",84.4618470846825,380.761759261766,599.507920519479
"1614","adult","none",0,"none",63.2791530048467,186.752284003042,362.406694732792
"1615","young","none",0.488336281457923,"any",263.314578841874,46.8875253827036,433.748283034498
"1616","adult","severe",0,"none",-83.6275076300033,132.675537227523,183.567391973397
"1617","old","mild",0,"none",63.6851465359618,384.538918146905,602.182480572884
"1618","young","none",0,"none",91.7146414724904,71.3381175951217,281.235738901221
"1619","young","none",0,"none",135.076253286944,56.8044370997504,303.567126455849
"1620","adult","none",3.36541216677953,"any",1170.36364699377,181.539330653631,1510.53355115722
"1621","adult","none",0,"none",117.913564798867,187.483852650085,453.407825661314
"1622","young","none",0,"none",115.387826141414,51.7618455330482,306.47105690413
"1623","adult","none",0,"none",111.884427386526,140.173532423613,377.089610913241
"1624","adult","none",0,"none",80.9012591568316,194.368685631728,435.975644307371
"1625","young","none",0,"none",90.7387891741734,50.2824559527403,252.963636709443
"1626","young","none",0,"none",124.27797371935,62.0529040174307,298.808075944992
"1627","adult","mild",2.21969991605276,"any",1323.47623730408,186.772883351174,1659.46075002075
"1628","adult","mild",0,"none",100.416150591101,165.381485072314,385.84276031625
"1629","young","none",0,"none",68.5709455794961,65.4992408980371,270.284420452367
"1630","adult","mild",3.11512501001807,"any",1843.63207515769,190.449308510525,2206.70802743994
"1631","young","none",0,"none",116.969187449686,54.5950857260115,302.949722228109
"1632","adult","none",4.20515928698122,"any",1331.2402124012,171.31649325775,1652.18637097694
"1633","young","none",0,"none",93.0662882372837,71.5520429455602,258.322553862861
"1634","young","mild",0,"none",128.066805108793,54.3194176176247,309.799974793616
"1635","young","mild",0,"none",146.159485449622,61.3742375207487,340.430806133325
"1636","adult","none",3.96481171318094,"any",1260.22179518986,158.99905610075,1552.28893008726
"1637","adult","none",0,"none",98.3148898069158,181.825844077271,393.698581211469
"1638","old","mild",9.32118889486894,"any",5271.06858345975,452.229261324991,5991.82421887999
"1639","old","none",0,"none",102.277985237853,419.777189181761,669.165266241746
"1640","adult","none",0,"none",103.582859366607,149.442553338785,365.977485223409
"1641","adult","none",2.02328199410869,"any",665.920758885226,187.813659005729,997.808506632836
"1642","old","mild",6.59611346626885,"any",3731.62417637095,301.457619257669,4228.75646142859
"1643","old","none",0,"none",89.1164901864259,383.287578800877,613.560428685661
"1644","young","none",0,"none",126.06922910118,56.9161141494538,314.176363708259
"1645","young","none",1.68981573347514,"any",614.526741369869,60.4243077621956,806.319806149558
"1646","young","mild",0.903691719676091,"any",591.870195140827,68.6465630199034,799.83619001929
"1647","adult","none",0,"none",51.1788743048095,173.134777581036,360.316253359741
"1648","young","none",0,"none",144.098351807664,52.3055607326863,316.04582307097
"1649","young","mild",0,"none",42.2511619259144,58.6389310331882,223.585508408245
"1650","adult","none",0,"none",106.751047499115,161.424686640146,391.198653877203
